hhidpn,wavenum,hitot,rheight,age,female
46163010,12,14376,1.8288,83,0
46165010,12,15517.07286,1.6002,83,1
46187010,12,28052,1.8034,81,0
46188010,12,59360,1.5748,78,1
46188011,12,16800,1.8288,74,0
46219020,12,79472,1.8288,73,0
46219030,12,79472,1.7018,64,1
46226010,12,364368,1.7526,73,0
46226040,12,364368,1.651,71,1
46252020,12,120252,1.8542,75,0
46252030,12,120252,1.6256,66,1
46283010,12,14136,1.5494,74,1
46283040,12,14136,1.7272,70,0
46319011,12,21838,1.6383,76,1
46321010,12,13440,1.6764,77,1
46374010,12,7404,1.524,75,1
46384020,12,13920,1.524,75,1
46391040,12,19800,1.524,70,1
46394010,12,48640,1.6256,73,1
46440010,12,65031,1.5748,75,1
46441010,12,46600,1.7272,77,0
46443010,12,60682.24,1.651,76,1
46443020,12,60682.24,1.7272,79,0
46485020,12,16374,1.5748,82,1
46558010,12,89882.4,1.778,81,0
46558020,12,89882.4,1.5875,76,1
46559010,12,19548,1.6002,77,1
46559020,12,19548,1.6891,80,0
46569010,12,32904,1.651,73,1
46569040,12,32904,1.8288,67,0
46583010,12,174500,1.778,78,0
46583011,12,174500,1.5748,71,1
46602010,12,28800,1.6256,74,1
46614010,12,73684,1.6256,73,1
46614020,12,78139.30942,1.778,75,0
46627040,12,21108,1.651,72,1
46633040,12,10000,1.5748,66,1
46641020,12,67276,1.7272,78,0
46641030,12,67276,1.651,78,1
46686020,12,36287,1.6764,73,1
46697010,12,25560,1.6002,74,1
46750010,12,12280,1.6002,72,1
46754010,12,6364,1.6256,81,1
46760010,12,33504,1.6002,74,0
46760020,12,33504,1.5494,74,1
46777010,12,91604,1.7526,75,0
46777040,12,91604,1.6764,64,1
46787010,12,24012,1.6764,74,0
46787011,12,24012,1.5748,68,1
46793010,12,33730.23322,1.5494,80,1
46793040,12,33730.23322,1.7018,84,0
46796010,12,71040,1.7272,78,0
46796020,12,71040,1.5748,76,1
46803020,12,36156,1.6256,82,1
46806010,12,39174.49907,1.6002,79,1
46811020,12,24000,1.6764,78,1
46814010,12,152346,1.7272,72,0
46814040,12,152346,1.7272,70,1
46821010,12,17972,1.7653,72,1
46821011,12,17972,1.7526,79,0
46830010,12,29976,1.6764,77,1
46933020,12,41012,1.651,79,1
47030020,12,14736,1.6002,78,1
47057010,12,19740,1.524,82,1
47061010,12,32122.08549,1.6002,82,1
47071010,12,0,1.524,81,1
47074020,12,15552,1.5494,80,1
47130010,12,33156,1.7018,73,0
47130040,12,33156,1.6256,71,1
47132010,12,105800,1.6891,77,0
47132011,12,152822.1964,1.5494,81,1
47136020,12,28800,1.6256,74,0
47136030,12,19796,1.6256,72,1
47140010,12,106409.8813,1.8542,73,0
47142010,12,13229.30911,1.5494,76,1
47160020,12,12960,1.6002,81,1
47168010,12,12007.8,1.5748,80,1
47192010,12,45260,1.651,75,1
47192020,12,45260,1.7526,82,0
47193010,12,14280,1.778,81,0
47193020,12,14280,1.6256,77,1
47230010,12,32400,1.651,73,1
47230040,12,32400,1.6764,70,0
47241010,12,20760,1.7526,81,1
47254010,12,28200,1.4732,82,1
47254040,12,28200,1.6002,84,0
47255010,12,126240,1.778,75,0
47255020,12,126240,1.7272,78,1
47295020,12,34128,1.6256,78,1
47320020,12,35565,1.6002,74,1
47320030,12,35565,1.8034,84,0
47344030,12,12584,1.651,61,1
47367030,12,52468,1.651,71,1
47368010,12,91500,1.778,77,0
47368040,12,91500,1.6002,66,1
47378010,12,67348.29622,1.7526,73,0
47387010,12,16296,1.7526,73,1
47392011,12,76812,1.6256,76,1
47403010,12,22974.85917,1.8796,77,0
47403020,12,22974.85917,1.651,75,1
47404030,12,68051.4,1.651,84,0
47415010,12,15116,1.7526,76,0
47415040,12,15116,1.6002,71,1
47418010,12,12240,1.5494,76,1
47458011,12,10128,1.651,75,1
47458040,12,15808,1.6383,70,1
47477020,12,24928,1.778,78,0
47477030,12,24928,1.6002,70,1
47495010,12,19896,1.6764,74,0
47495011,12,96107.7963,1.4986,70,1
47510010,12,59016,1.7018,78,0
47510011,12,59016,1.6002,67,1
47514010,12,99218.17255,1.778,78,0
47514020,12,99218.17255,1.7018,75,1
47515020,12,16202,1.72085,77,1
47533030,12,84284,1.51765,64,1
47533032,12,39732,1.778,62,0
47533033,12,84284,1.778,67,0
47535010,12,15852,1.5748,77,1
47555020,12,38400,1.5748,79,1
47578010,12,47103,1.651,72,1
47578020,12,47103,1.778,77,0
47579020,12,125000,1.6383,78,1
47579030,12,125000,1.8288,84,0
47582010,12,19646,1.7526,75,0
47582011,12,12245,1.4732,77,1
47583010,12,32400,1.8542,75,0
47583020,12,32400,1.6129,72,1
47591010,12,20400,1.6637,75,1
47591040,12,20400,1.8034,84,0
47592020,12,1055984,1.6764,74,0
47592030,12,1055984,1.6002,68,1
47596010,12,64824,1.6256,81,1
47602010,12,155444,1.7653,81,0
47602020,12,155444,1.651,77,1
47604020,12,74800,1.8542,74,0
47604030,12,74800,1.6129,71,1
47610010,12,104528,1.6764,78,1
47619010,12,43224,1.905,74,0
47619040,12,43224,1.5875,68,1
47626010,12,42892.2494,1.54305,82,1
47630010,12,27840,1.8542,76,0
47630011,12,14196,1.5748,66,1
47630012,12,15636,1.524,77,1
47654030,12,36096,1.6002,67,1
47654031,12,36096,1.651,71,0
47660010,12,24646,1.6002,77,1
47660020,12,24646,1.7272,82,0
47675030,12,29650,1.7018,83,0
47679020,12,29774.51156,1.4986,75,1
47680010,12,68371,1.7526,76,0
47680020,12,68371,1.651,74,1
47683020,12,42656,1.7272,79,0
47683030,12,42656,1.651,69,1
47704020,12,87472,1.7653,73,0
47707010,12,34736,1.6002,72,1
47707020,12,34736,1.5494,74,0
47709020,12,24200,1.6129,82,1
47711020,12,102617.8698,1.7272,73,0
47718010,12,28904.77054,1.6002,74,1
47718020,12,28904.77054,1.778,82,0
47726020,12,75800,1.6764,76,1
47751010,12,11796,1.6002,74,1
47764011,12,7956,1.7018,73,1
47764022,12,21480,1.905,72,0
47831010,12,30924,1.6256,82,1
47848010,12,57862.94703,1.7526,72,0
47848040,12,57862.94703,1.651,69,1
47855010,12,67276,1.8288,79,0
47855020,12,67276,1.5494,74,1
47902020,12,28572,1.5494,78,1
47926020,12,32784,1.905,73,0
47926021,12,32784,1.5748,83,1
47945010,12,14592,1.5494,82,1
48013020,12,56311.48661,1.5748,79,1
48013030,12,56311.48661,1.8288,72,0
48018010,12,38040,1.8288,80,0
48018020,12,38040,1.778,76,1
48068010,12,18403.54609,1.6002,76,1
48091010,12,270093.0038,1.8796,83,0
48091020,12,270093.0038,1.5748,77,1
48103010,12,10800,1.6002,77,1
48124010,12,38216,1.778,73,0
48124020,12,38216,1.5748,72,1
48131010,12,25300,1.8288,73,0
48131040,12,25300,1.7272,62,1
48135010,12,14352,1.524,82,1
48174020,12,60144,1.6256,74,1
48228010,12,0,1.8034,81,0
48239040,12,9000,1.5748,60,1
48239041,12,9000,1.7907,64,0
48248020,12,8880,1.6002,73,1
48250010,12,20712,1.6256,75,1
48275020,12,21424,1.6129,81,1
48314020,12,69264,1.6002,77,1
48314030,12,69264,1.7018,84,0
48327010,12,21541.54903,1.7399,76,0
48327020,12,9060,1.5494,73,1
48328010,12,827400,1.7653,78,0
48360010,12,6888,1.5748,81,1
48404040,12,19085.28406,1.6764,71,1
48405020,12,31920,1.524,83,1
48406020,12,60500,1.6764,79,1
48406030,12,60500,1.7018,84,0
48410010,12,44333.70146,1.6256,77,0
48410040,12,72171.16977,1.6637,70,1
48440010,12,26388,1.7018,72,0
48440040,12,26388,1.6764,63,1
48449030,12,12048,1.5748,70,1
48474040,12,54748,1.6764,60,1
48474041,12,42548.72232,1.6256,63,0
48475020,12,89324,1.8796,72,0
48475030,12,89324,1.7272,66,1
48479010,12,20400,1.6256,81,1
48479020,12,20400,1.7018,82,0
48480020,12,16320,1.6002,76,1
48482020,12,12072,1.5748,75,1
48483010,12,68202,1.6764,78,0
48483020,12,68202,1.6764,76,1
48504010,12,36840,1.8034,81,0
48504020,12,36840,1.5748,75,1
48506010,12,30308,1.5748,79,1
48508010,12,100944,1.8034,75,0
48524020,12,105200.3338,1.5748,72,1
48531020,12,34751,1.5748,81,1
48531030,12,34751,1.8034,83,0
48535010,12,25445.6,1.7018,77,0
48535020,12,25445.6,1.4478,77,1
48545010,12,15996,1.5494,81,1
48568010,12,35560,1.7526,77,1
48585020,12,49260,1.5748,73,1
48595020,12,47523.26902,1.6002,75,1
48596030,12,10020,1.524,71,1
48604010,12,28600,1.651,80,1
48605020,12,35400,1.778,73,0
48608010,12,109503.8035,1.8288,82,0
48612010,12,74516,1.5748,82,1
48612040,12,74516,1.7272,65,0
48615010,12,128038.9259,1.7272,79,0
48615040,12,128038.9259,1.6256,71,1
48621030,12,65444,1.6764,67,1
48623021,12,758525.2615,1.5748,74,1
48624040,12,24396,1.6637,63,1
48625020,12,42660,1.7272,83,0
48628030,12,41024,1.6764,71,1
48629020,12,27600,1.6002,82,1
48652010,12,24672,1.524,72,1
48676041,12,21456,1.6637,74,1
48683010,12,19608,1.8288,79,0
48683040,12,19608,1.5748,60,1
48685010,12,60908,1.8034,72,0
48685020,12,60908,1.6383,72,1
48686020,12,15198,1.524,77,1
48697010,12,27060,1.905,78,0
48697040,12,27060,1.5494,71,1
48767010,12,41644.8,1.6891,77,1
48767020,12,41644.8,1.8034,78,0
48819010,12,14724,1.7399,72,0
48823010,12,51960,1.6764,81,0
48823020,12,51960,1.5494,74,1
48825010,12,50396,1.5621,73,1
48825020,12,50396,1.7272,76,0
48828010,12,46800,1.5748,77,1
48828020,12,46800,1.651,76,0
48855010,12,19440,1.6256,82,1
48868010,12,67152.6645,1.5494,80,1
48868020,12,67152.6645,1.8034,79,0
48870010,12,15504,1.651,82,0
48882021,12,17076,1.524,75,1
48888010,12,20400,1.8034,78,0
48901010,12,49904,1.524,73,1
48901020,12,49904,1.7018,76,0
48904010,12,11328,1.5748,78,1
48914010,12,12492,1.5748,80,1
48938010,12,33546.36912,1.8288,75,0
48938020,12,33546.36912,1.5494,74,1
48962010,12,48244,1.6002,82,1
48962020,12,48244,1.778,82,0
48970010,12,26589,1.5494,73,1
48970011,12,26589,1.778,69,0
48982010,12,65000,1.7018,76,1
48982020,12,65000,1.7272,76,0
48984020,12,113200,1.8542,73,0
48988010,12,21244,1.6764,74,1
48988020,12,14744,1.8288,75,0
48995010,12,30400,1.5875,79,1
48997010,12,36120,1.6002,77,1
49005010,12,19400,1.5748,75,1
49053020,12,62012,1.5494,74,0
49053030,12,62012,1.5494,71,1
49059030,12,52400,1.524,71,1
49070040,12,132772,1.5621,70,1
49077020,12,4800,1.524,83,1
49093010,12,325309.8613,1.8288,77,0
49093040,12,325309.8613,1.524,71,1
49118020,12,50888,1.5748,83,1
49137010,12,18588,1.5494,72,1
49140010,12,11160,1.7272,78,1
49175010,12,31402,1.4986,83,1
49178010,12,32400,1.6256,78,1
49178040,12,32400,1.7526,84,0
49182010,12,24620,1.8288,81,0
49199010,12,52860,1.7272,82,0
49199020,12,52860,1.6764,76,1
49203020,12,54738,1.7272,73,0
49203030,12,54738,1.651,71,1
49204020,12,28200,1.5494,73,1
49207020,12,33893,1.524,80,1
49210020,12,13476,1.6256,79,1
49219020,12,36359.27921,1.7018,73,0
49219021,12,36359.27921,1.524,72,1
49224010,12,12,1.651,77,1
49225020,12,55462.88777,1.6891,77,1
49229010,12,28836,1.6256,75,1
49232020,12,39360,1.8034,76,0
49232030,12,39360,1.5494,69,1
49233030,12,22536,1.6002,64,1
49237010,12,38500,1.6256,76,1
49237020,12,38500,1.8034,77,0
49238040,12,6240,1.6129,71,1
49249010,12,77740,1.8288,80,0
49249040,12,77740,1.651,67,1
49263010,12,25368,1.8161,74,0
49263012,12,10128,1.651,62,1
49263040,12,8364,1.524,69,1
49287040,12,115308,1.5494,72,1
49377010,12,72987.52499,1.778,79,0
49377020,12,72987.52499,1.6002,80,1
49378010,12,45396,1.778,81,0
49378020,12,45396,1.524,80,1
49383020,12,88920,1.7272,79,1
49393020,12,37268.24,1.6002,75,1
49396010,12,128933.7749,1.6002,74,1
49396020,12,128933.7749,1.778,78,0
49426010,12,22092,1.6256,81,1
49442020,12,22090,1.8034,79,0
49448010,12,85589.37402,1.6764,77,1
49455010,12,55135.5567,1.5494,73,1
49455020,12,55135.5567,1.8542,74,0
49470010,12,29361,1.7018,79,1
49470020,12,29361,1.778,82,0
49475010,12,21744,1.651,75,1
49489010,12,58000,1.7018,74,0
49489020,12,58000,1.6002,72,1
49498020,12,37232,1.651,80,1
49504010,12,76130,1.7272,74,0
49504020,12,76130,1.7526,73,1
49511020,12,11376,1.5748,75,1
49512010,12,11473,1.5494,78,1
49528010,12,35444,1.8288,73,0
49531010,12,76064,1.8288,82,0
49531020,12,76064,1.524,82,1
49542010,12,21080,1.8034,78,0
49542040,12,21080,1.5748,72,1
49608040,12,48843,1.651,70,1
49635040,12,12598.42539,1.7272,57,0
49645010,12,6100,1.6764,80,1
49648010,12,33861.23404,1.6764,79,1
49661010,12,19588,1.7018,79,1
49689040,12,17910,1.7018,70,1
49697020,12,26868,1.651,73,1
49701020,12,100300,1.6764,73,0
49701030,12,100300,1.6002,71,1
49702020,12,117372,1.7018,83,1
49712010,12,146760,1.7526,79,0
49712020,12,146760,1.6256,76,1
49729010,12,23088,1.6891,78,1
49742010,12,42604,1.8288,78,0
49742020,12,42604,1.7272,75,1
49753010,12,21800,1.5748,82,1
49766020,12,34056,1.7018,76,0
49766030,12,34056,1.5621,68,1
49779010,12,32800.96,1.524,79,1
49801010,12,21728.28397,1.9304,78,0
49801020,12,34560,1.6002,72,1
49801021,12,34560,1.7018,74,0
50117010,12,127888,1.905,74,0
50117020,12,127888,1.6764,74,1
50125020,12,15612,1.5748,79,1
50125021,12,53940,1.905,69,0
50125022,12,15612,1.7018,81,0
50138020,12,50280,1.6002,82,1
50145010,12,41280,1.7018,76,0
50145011,12,41280,1.6256,73,1
50152030,12,35260,1.6637,68,1
50152031,12,35260,1.8796,80,0
50156010,12,14308,1.6256,80,1
50158010,12,19308,1.651,73,1
50158020,12,19308,1.778,79,0
50169010,12,25298.12,1.651,81,1
50169040,12,25298.12,1.8796,71,0
50173010,12,34500,1.905,74,0
50173040,12,34500,1.6256,72,1
50176010,12,58406,1.778,73,0
50176040,12,58406,1.651,68,1
50180010,12,49596,1.6256,72,1
50180020,12,49596,1.778,73,0
50181010,12,27200,1.8034,78,0
50181020,12,27200,1.651,78,1
50182010,12,183006.5571,1.8288,83,0
50182020,12,183006.5571,1.7018,83,1
50185010,12,42000,1.8034,78,0
50185040,12,42000,1.6129,66,1
50192010,12,62388.056,1.778,78,0
50192020,12,62388.056,1.6002,75,1
50195030,12,59532.6,1.7526,71,0
50195031,12,59532.6,1.7018,71,1
50201010,12,20160,1.7526,73,0
50203010,12,910048,1.7526,83,0
50203020,12,910048,1.6002,82,1
50214010,12,16800,1.6256,74,1
50216020,12,10020,1.6256,82,1
50223010,12,102478.626,1.778,77,0
50223020,12,102478.626,1.6764,73,1
50229020,12,75328.52,1.7272,75,0
50229030,12,75328.52,1.5748,71,1
50232010,12,53616,1.6764,79,0
50232020,12,53616,1.524,75,1
50233010,12,15624,1.524,80,1
50235020,12,15000,1.5748,80,1
50237040,12,133127.8969,1.5748,72,1
50239020,12,10524,1.5748,80,1
50243020,12,7800,1.524,80,1
50258020,12,306400,1.8288,72,0
50258030,12,306400,1.7272,64,1
50259010,12,15600,1.5494,80,1
50272040,12,80804,1.6256,71,1
50283020,12,26808,1.6002,83,0
50283030,12,26808,1.6256,71,1
50342010,12,45000,1.7018,76,1
50342020,12,45000,1.7018,78,0
50358040,12,15828,1.6002,69,1
50364010,12,84800,1.8288,74,0
50364040,12,84800,1.5748,66,1
50365030,12,32350,1.6129,71,1
50365031,12,32350,1.8288,65,0
50368020,12,35311.38504,1.8034,77,0
50368021,12,35311.38504,1.651,67,1
50375010,12,31977,1.6256,81,1
50375020,12,31977,1.6764,81,0
50376010,12,85824,1.5748,76,1
50376040,12,85824,1.8288,84,0
50377010,12,34291.37078,1.651,77,0
50377040,12,34291.37078,1.6256,68,1
50380020,12,35176,1.6256,73,0
50380030,12,35176,1.5875,67,1
50384040,12,17616,1.6256,69,1
50385020,12,47363.09817,1.7399,77,0
50385021,12,47363.09817,1.5748,58,1
50389010,12,34800,1.8034,75,0
50389011,12,34800,1.5494,61,1
50412010,12,72538,1.6256,75,1
50412020,12,72538,1.778,76,0
50419030,12,40842,1.7526,83,1
50428020,12,15348,1.651,79,1
50437020,12,25400.12,1.7653,76,0
50437030,12,25400.12,1.6002,72,1
50452010,12,34812,1.5748,80,1
50452020,12,34812,1.7018,80,0
50456010,12,12480,1.6637,77,1
50473020,12,22443.6,1.7399,74,0
50483020,12,14050,1.6002,76,1
50488020,12,36936,1.8796,81,0
50517010,12,46680,1.651,75,0
50517040,12,46680,1.651,72,1
50523010,12,34236,1.6256,72,1
50528020,12,31536,1.6764,74,0
50528030,12,31536,1.524,70,1
50530020,12,24272,1.6002,82,1
50546020,12,83236,1.6256,80,1
50576020,12,24000,1.524,72,1
50583030,12,16920,1.8161,83,0
50585020,12,35850.10684,1.5494,83,1
50587020,12,262244,1.651,81,1
50591010,12,57152,1.778,73,0
50591020,12,57152,1.5113,73,1
50594010,12,45145,1.6002,73,1
50594020,12,45145,1.8542,75,0
50598010,12,46860,1.8034,76,0
50600020,12,42400,1.651,74,1
50601040,12,15600,1.524,70,1
50606010,12,62380,1.8288,72,0
50606040,12,62380,1.651,67,1
50622020,12,13812,1.6002,79,1
50631020,12,53508,1.4859,72,1
50631030,12,53508,1.7399,68,0
50642010,12,7488,1.524,78,1
50665020,12,24276,1.7272,76,0
50694010,12,21504,1.524,76,1
50708010,12,23652.6,1.5748,81,1
50709010,12,42816,1.7907,72,0
50709040,12,42816,1.5494,59,1
50716010,12,143493,1.7526,76,0
50716020,12,143493,1.6256,78,1
50726020,12,123000,1.8034,80,0
50733010,12,46164,1.7018,83,0
50733040,12,46164,1.7018,83,1
50746010,12,91754,1.5748,80,1
50746020,12,91754,1.8034,82,0
50763020,12,25888,1.651,80,1
50766010,12,1040760,1.6764,73,0
50766040,12,1040760,1.6383,72,1
50784010,12,22600,1.7272,80,0
50784020,12,22600,1.5494,77,1
50786010,12,19610,1.6002,81,1
50788020,12,201516.2421,1.6256,78,1
50803010,12,63420,1.7272,76,0
50807010,12,60350.33762,1.5748,80,1
50822010,12,14436,1.6002,78,1
50823010,12,52200,1.8288,77,0
50823040,12,52200,1.5494,65,1
50825011,12,26400,1.7018,68,1
50825042,12,14196,1.7526,63,0
50834020,12,28716,1.7272,79,0
50834030,12,28716,1.524,71,1
50842010,12,22920,1.6256,82,1
50853010,12,29292,1.7018,82,0
50853020,12,29292,1.6256,75,1
50857010,12,15792,1.8288,72,0
50857040,12,16760,1.6256,68,1
50861020,12,22846.02343,1.651,81,1
50867010,12,33566.30402,1.7272,77,0
50869020,12,71474.37002,1.7526,79,0
50869030,12,71474.37002,1.6383,83,1
50883010,12,27600,1.7272,80,0
50883020,12,27600,1.5494,74,1
50884020,12,51504.8,1.5494,73,0
50884030,12,51504.8,1.5748,71,1
50885040,12,19956,1.5748,71,1
50890010,12,83980,1.7018,78,0
50894020,12,126180,1.7018,76,1
50895040,12,93380,1.6002,65,1
50903010,12,74210,1.6383,79,1
50906010,12,52960,1.6256,74,1
50907020,12,325676.9887,1.5494,74,1
50907030,12,325676.9887,1.7399,64,0
50925010,12,33082.68056,1.651,74,1
50930010,12,20712,1.8542,82,0
50945010,12,13248.66655,1.7526,74,0
50945040,12,13248.66655,1.6256,68,1
50972040,12,45200,1.6256,72,1
50974010,12,94800,1.8796,79,0
50974020,12,94800,1.7272,76,1
50997020,12,57680,1.6256,74,1
51003040,12,47604,1.778,60,0
51003041,12,47604,1.651,71,1
51018010,12,14544,1.7272,79,1
51029010,12,7200,1.651,81,1
51044011,12,699.4453404,1.651,57,1
51055010,12,22296,1.4986,76,1
51062040,12,9176,1.6002,59,1
51169010,12,144041.8658,1.6764,73,1
51174021,12,78098,1.6002,66,1
51174030,12,28604,1.7018,68,1
51184010,12,45400,1.5494,79,1
51184020,12,45400,1.778,83,0
51185010,12,30924,1.7526,78,0
51217010,12,30876,1.7526,75,1
51221010,12,14448,1.5748,77,1
51225010,12,12000,1.651,79,1
51228010,12,69600,1.6764,77,1
51228020,12,69600,1.8034,78,0
51244010,12,31647.67654,1.6764,78,1
51244020,12,31647.67654,1.7526,79,0
51248030,12,36589.50993,1.5748,69,1
51251010,12,16685.00377,1.6002,76,1
51270010,12,12000,1.8034,72,1
51273020,12,26194.33552,1.524,75,1
51298010,12,16200,1.7145,74,0
51302010,12,11929,1.5748,73,1
51306010,12,9300,1.5494,79,1
51308020,12,24384,1.8542,72,0
51308030,12,24384,1.651,66,1
51318020,12,80025,1.778,75,0
51318030,12,80025,1.4986,67,1
51320010,12,52336,1.6256,80,0
51320011,12,52336,1.6002,63,1
51345030,12,17024,1.5748,66,1
51348020,12,9612,1.6002,80,1
51381010,12,28624,1.7018,78,1
51387020,12,14736,1.6764,81,1
51405020,12,240840,1.6002,80,1
51406040,12,87391.66999,1.651,66,1
51411010,12,54000,1.651,73,1
51417030,12,61200,1.651,61,1
51423010,12,58392,1.7526,75,0
51423011,12,58392,1.6002,62,1
51456020,12,33800,1.651,77,1
51466010,12,89000,1.778,75,0
51466020,12,89000,1.7018,75,1
51467010,12,27312,1.6002,75,1
51467011,12,27312,1.7018,57,0
51470010,12,14400,1.7526,76,1
51476020,12,43959.30633,1.4732,83,1
51478010,12,13812,1.6256,80,1
51479010,12,70740,1.8288,80,0
51479020,12,70740,1.6256,72,1
51489030,12,15600,1.7018,68,1
51500020,12,67776,1.7272,72,0
51500030,12,67776,1.5748,68,1
51506010,12,16224,1.778,80,1
51514010,12,21996,1.651,83,1
51522020,12,26736,1.6256,81,1
51538010,12,76872,1.651,76,1
51542010,12,27350,1.905,77,0
51542020,12,27350,1.6764,77,1
51549010,12,10068,1.5748,73,1
51550010,12,6000,1.6002,74,1
51550020,12,23000,1.8542,81,0
51554030,12,96921.69682,1.6256,70,1
51558010,12,28800,1.7272,75,1
51577010,12,12000,1.8796,80,0
51577020,12,12000,1.6002,75,1
51589010,12,16344,1.6002,76,1
51596020,12,84800,1.7272,76,0
51615040,12,25000,1.6764,72,1
51640010,12,68484,1.6256,80,1
51655040,12,10572,1.7653,78,0
51658020,12,21219.6,1.8542,79,0
51680010,12,72196,1.8288,81,0
51695020,12,40500,1.7526,74,0
51695030,12,40500,1.5748,71,1
51698010,12,9456,1.6764,79,1
51735010,12,6480,1.6764,77,1
51740030,12,25792,1.7018,63,1
51865030,12,20712,1.778,62,1
51872020,12,20376,1.6891,75,0
51872030,12,20376,1.651,71,1
51890011,12,14580,1.778,80,0
51896020,12,26609.94985,1.6764,80,1
51908030,12,43384,1.7526,69,1
51908031,12,43384,1.8542,72,0
51911010,12,14580,1.6256,76,1
51921020,12,12168,1.7272,78,0
51927020,12,170783.1818,1.7399,74,0
51927030,12,170783.1818,1.6002,68,1
51937010,12,25400,1.6256,79,1
51947020,12,26800.71868,1.6002,76,1
51961010,12,19228,1.5621,79,1
51975030,12,27290,1.651,72,1
51982020,12,159493.7141,1.6891,73,0
51982030,12,159493.7141,1.5875,58,1
51983010,12,20693.78996,1.6002,81,1
52010010,12,38400,1.7526,75,0
52010020,12,38400,1.6002,73,1
52020010,12,100962,1.8542,72,0
52020020,12,100962,1.651,73,1
52037010,12,24000,1.5748,79,1
52082010,12,44420,1.524,82,1
52103010,12,10516,1.8288,75,0
52105010,12,12000,1.6256,74,1
52112020,12,12000,1.6764,81,1
52118010,12,155400,1.7907,83,0
52149010,12,123608.4,1.651,72,0
52149040,12,123608.4,1.5621,69,1
52169020,12,30862,1.5748,78,1
52176020,12,61885.74746,1.7272,82,0
52176030,12,61885.74746,1.7272,69,1
52180010,12,34712,1.6383,74,1
52188010,12,585932,1.5494,72,1
52188040,12,585932,1.8542,68,0
52191010,12,88396,1.7018,81,0
52207020,12,43028,1.6764,76,0
52207030,12,43028,1.651,68,1
52221010,12,32400,1.6891,75,1
52221020,12,32400,1.8288,80,0
52233010,12,8808,1.7272,82,0
52234010,12,66795,1.5748,78,1
52234020,12,66795,1.7018,79,0
52255030,12,14400,1.5748,71,1
52258041,12,38287.81995,1.6002,66,1
52270020,12,9630,1.6256,74,0
52270030,12,9630,1.524,67,1
52277010,12,26400,1.778,72,0
52277040,12,26400,1.4986,72,1
52281010,12,59320,1.6256,77,1
52289010,12,27236,1.5494,74,1
52289020,12,27236,1.651,77,0
52295030,12,40046,1.524,63,1
52295031,12,40046,1.8288,66,0
52298020,12,16080,1.524,73,1
52337010,12,4040970.653,1.6764,66,0
52337011,12,4040970.653,1.6764,68,1
52354010,12,29832,1.5494,76,1
52354020,12,29832,1.8542,79,0
52361010,12,64469.84,1.7526,75,0
52361020,12,64469.84,1.651,74,1
52362010,12,44330,1.6764,79,0
52362020,12,44330,1.524,78,1
52382020,12,16148,1.7018,79,1
52384010,12,15360,1.5875,80,1
52384011,12,63612,1.8288,71,0
52392011,12,36696,1.524,72,1
52413020,12,11184,1.6002,73,1
52414010,12,37200,1.7653,80,1
52427010,12,12960,1.6002,76,1
52436030,12,26612,1.7018,66,1
52441010,12,34480,1.6637,74,1
52442010,12,46800,1.8542,79,0
52444010,12,91992.84357,1.6891,76,1
52444020,12,91992.84357,1.8034,78,0
52459010,12,17820,1.5367,76,1
52460010,12,24084,1.7018,82,0
52460020,12,24084,1.6002,78,1
52468040,12,17520,1.5748,65,1
52470010,12,19020,1.7272,73,0
52470040,12,19020,1.5494,66,1
52492020,12,18479.77266,1.5748,79,1
52509020,12,23544,1.524,78,1
52509030,12,23544,1.778,83,0
52541010,12,49716,1.7526,76,0
52541040,12,49716,1.5748,66,1
52542010,12,30044,1.5494,77,0
52568020,12,46656,1.8288,73,0
52572010,12,48400,1.651,80,1
52573010,12,54496,1.6002,72,1
52573020,12,54496,1.8288,74,0
52583010,12,12846,1.5748,78,1
52612010,12,9600,1.8034,83,1
52632041,12,15264,1.5494,77,1
52645010,12,59809.13543,1.7526,79,0
52645040,12,59809.13543,1.6256,71,1
52672010,12,15264,1.6256,80,1
52676010,12,11304,1.651,75,1
52703040,12,68512.46024,1.5113,69,1
52745030,12,23936,1.524,70,1
52746010,12,11340,1.5748,78,1
52749010,12,15600,1.5748,73,1
52797010,12,6600,1.5748,79,1
52805020,12,10880,1.6764,77,1
52823020,12,20964,1.524,83,1
52829010,12,15600,1.8034,79,0
52854010,12,81648,1.7526,73,0
52854020,12,81648,1.6002,74,1
52884020,12,54771,1.7526,72,0
52894010,12,18984,1.7272,79,0
52894012,12,8664,1.5748,57,1
52904020,12,107677.1505,1.524,80,1
52909040,12,15940,1.6637,65,1
52926010,12,14429.36001,1.6256,73,1
52930010,12,97200,1.7018,78,0
52930020,12,97200,1.7018,74,1
52946010,12,22200,1.8034,82,0
52946020,12,22200,1.6002,76,1
52965030,12,15012,1.6256,66,1
52985020,12,35501,1.7526,73,0
52985030,12,35501,1.6764,70,1
52987020,12,9702,1.6002,79,1
52989040,12,10920,1.6256,63,1
52996010,12,11228,1.6256,82,1
53021010,12,56208,1.59385,73,1
53021040,12,56208,1.8542,68,0
53029010,12,19056,1.6764,79,0
53029011,12,19056,1.7018,74,1
53033030,12,66000,1.6002,60,1
53033031,12,66000,1.651,59,0
53050030,12,45146,1.651,72,1
53055010,12,8559,1.5748,82,1
53063010,12,13380,1.5494,76,1
53071010,12,79769,1.8542,77,0
53071020,12,79769,1.6002,74,1
53087020,12,63200,1.7018,83,0
53088010,12,20403.87938,1.6002,80,1
